ID,Description,Entry_ID,Comment,Concepticon_ID,Media_IDs,Related_Entries,Related_Forms_Other_Dialect,Scientific_Name,Sense_Dialect,Subspecies,Synonym,Synonyms_Other_Dialect,Source
SN004714,"plátano macho, plátano bellaco",TSE37613,,,,,,,,,,,
SN004715,especie de guineo,TSE37614,,,,,,,,,,,
SN004716,"arquear, doblar (algo alargado) (véase [lohchan](TSE37701))",TSE37621,,,,,,,,,,,
SN004717,"sostener, cargar en los brazos a alguien (poniendo los brazos en forma de cuna)",TSE37631,,,,,,,Center,,,,
SN004718,abrazar durmiendo o acostado (con brazos y piernas) (véase [lots](TSE38531)),TSE37631,,,,,,,Guaquitepec,,,,
SN004719,"tomar en las manos (líquido, granos, haciendo las manos como una cuchara)",TSE37641,,,5dfa2a2c7240786deca662977a5c943d ; cf97dc075d4b52cd292a149c749a2a87,,,,,,,,
SN004720,"sostener, cargar en los brazos a alguien (poniendo los brazos en forma de cuna)",TSE37641,,,,,,,"Bachajón, Petalcingo",,,,
SN004721,calambre,TSE37651,,,,,,,,,TSE46421,,
SN004722,arqueado (algo alargado),TSE37661,,,,,,,,,,,
SN004723,"sostenido, contenido (en la mano puesta como cuchara)",TSE37671,,,c8cfd39d505712f94eb77846304004b8,,,,,,,,
SN004724,"abrazado, en brazos",TSE37671,,,,,,,Petalcingo,,,,
SN004725,"gemelo, cuate, mellizo",TSE37681,,TWINS [1005],,,,,,,,,
SN004726,"arquearse, encorvarse, pandearse",TSE37691,,,,,,,,,,,
SN004727,"arquear, doblar (algo alargado)",TSE37701,,,,,,,,,,,
SN004728,hecho harapos (ropa) (véase [lahkutstik](TSE35471)),TSE37711,,,,,,,,,,,
SN004729,"hundirse, abollarse, sumirse, ahondarse; romperse",TSE37721,,,,,,,,,,,
SN004730,"romperse, hacérsele un hoyo",TSE37721,,,,,,,"Bachajón, Guaquitepec",,,,
SN004731,"ahondarse, ahuecarse",TSE37731,,,,,,,,,,,
SN004732,"ahondar, ahuecar, abollar; limpiar sólo una porción de terreno, o dejar una porción de terreno sin limpiar; tortear",TSE37741,,HOLLOW OUT [46],,,,,,,,,
SN004733,"hundimiento, parte sumida",TSE37751,,,,,,,,,,,
SN004734,"rotura, parte rota",TSE37751,,,,,,,"Bachajón, Guaquitepec",,,,
SN004735,"para contar sorbos, actos de tragar un líquido",TSE37761,,,,,,,,,,,
SN004736,"raíz, contrafuerte (parte visible de las raíces grandes de los árboles; diferente de [isim](TSE19681), raíz pequeña subterránea)",TSE37771,,,,,,,,,,,
SN004737,"ahuecarse, ahondarse, sumirse",TSE37781,,,,,,,,,,,
SN004738,"ahuecar, ahondar",TSE37791,,HOLLOW OUT [46],,,,,,,,,
SN004739,para contar paquetes de cosas apretadas,TSE37801,,,,,,,,,,,
SN004740,"juntarse, agruparse (dos cosas o personas)",TSE37811,,,,,,,,,,,
SN004741,"engrosarse (parte carnosa de la piel, fajo de billetes)",TSE37821,,,,,,,,,,,
SN004742,"agrupar (dos cosas); juntar, acomodar en un espacio angosto",TSE37831,,,,,,,,,,,
SN004743,"engrosar (parte carnosa de la piel, fajo de billetes); colocar (paquete de cosas apretadas)",TSE37841,,,,,,,,,,,
SN004744,"posarse, treparse, percharse, encaramarse",TSE37851,,,,,,,,,,,
SN004745,"colocar perchado, encaramado",TSE37861,,,,,,,,,,,
SN004746,"meloncillo, enredadera con fruto comestible",TSE37871,,,,,,Gonolobus uniflorus,,,,,
SN004747,trepatronco o trepador (ave) (véase [ts'ujkin mut](TSE65411)),TSE37881,,,,,,,,,,,
SN004748,para contar actos de acuchillar o de inyectar,TSE37891,,,,,,,,,TSE61861,,
SN004749,"relajo, acto de echar relajo, bromear",TSE37901,,,,,,,,,TSE37902,Amatenango [lo'iw](TSE37902),
SN004750,"relajo, acto de echar relajo, bromear",TSE37902,,,,,,,,,TSE37901,,
SN004751,carnaval,TSE37911,,,77cf40c2a6a17ea5a55907258c8700b8,,,,,,,,
SN004752,"broma, guasa, relajo",TSE37921,,,,,,,,,,,
SN004753,"cuento, relato",TSE37921,,STORY [2060],,,,,,,,,
SN004754,"simulación, imitación",TSE37921,,,,,,,,,,,
SN004755,"bromear, echar relajo",TSE37931,,,,,,,,,,,
SN004756,"abierto, distendido, flojo (tejido)",TSE37941,,LOOSE [2506],,,,,,,,,
SN004757,echar raíces secundarias (maíz),TSE37951,,,,,,,,,,,
SN004758,"prensarse, pinzarse",TSE37961,,,,,,,,,,,
SN004759,acurrucarse,TSE37961,,,,,,,,,,,
SN004760,"prensar, pinzar",TSE37971,,,,,,,,,,,
SN004761,acurrucar,TSE37971,,,,,,,,,,,
SN004762,"meloncillo, enredadera con fruto comestible (véase [lohtsom](TSE37871))",TSE37981,,,,,,"Gonobolus uniflorus, G. stenosepalus",,,,,R002[Scientific_Name]
SN004763,patear,TSE37991,,,,,,,,,,,
SN004764,"pegarse, chocar con (accidentalmente)",TSE38001,,,,,,,,,,,
SN004765,"quebrar, arar (tierra)",TSE38011,,,,,,,,,,,
SN004766,"pisar accidentalmente (caca, lodo)",TSE38021,,,,,,,,,,,
SN004767,salir,TSE38031,,GO OUT [1107],,,,,,,,,
SN004768,resultar,TSE38031,,,,,,,,,,,
SN004769,"ajustar, alcanzar",TSE38031,,,,,,,,,,,
SN004770,"cumplirse (cierto tiempo), hace (tanto tiempo que)",TSE38031,,,,,,,,,,,
SN004771,"salir, aparecer (sol, luna, estrella)",TSE38031,,RISE (MOVE UPWARDS) [568],,,,,,,,,
SN004772,"pagar (impuesto), rentar (pagar alquiler o dar a rentar a otro)",TSE38041,,,,,,,,,,,
SN004773,hacia afuera,TSE38051,,,,,,,,,,,
SN004774,"sacar, extraer, quitar",TSE38061,,PULL OUT [2325],,,,,,,,,
SN004775,"producir, sacar, obtener",TSE38061,,,,,,,,,,,
SN004776,"filmar, retratar (véase [lok'tay](TSE38121))",TSE38061,,,,,,,,,,,
SN004777,salida,TSE38071,,,,,,,,,,,
SN004778,"manantial, fuente, ojo de agua",TSE38081,,SPRING (OF WATER) [849],,,,,,,,,
SN004779,"este, oriente (""salida del sol"")",TSE38091,,EAST [1877],,,,,,,,,
SN004780,"renta, impuesto, cuenta (por pagar)",TSE38101,,,,,,,,,,,
SN004781,"imagen, dibujo, fotografía, cuadro, retrato, figura",TSE38111,,PICTURE [2401],,,,,,,,,
SN004782,representación de un santo,TSE38111,,,,,,,,,,,
SN004783,"retratar, dibujar, copiar, reproducir",TSE38121,,,8d342154a6fdec2af6250f87b1e8b3c2,,,,,,,,
SN004784,doctor,TSE38131,,PHYSICIAN [597],,,,,,,TSE51713,,
SN004785,"caerse de repente, derrumbarse (muro)",TSE38141,,,,,,,,,,,
SN004786,"tirar, derrumbar (muro)",TSE38151,,,,,,,,,,,
SN004787,"tocayo (véase [jelol](TSE22291)); poseído en primera persona plural, se usa como tratamiento para señores (véase [jloltik](TSE23931))",TSE38161,,,,,,,,,,,
SN004788,"engañar, defraudar, mentirle a (véase [lo'loy](TSE38211))",TSE38171,,DECEIT [13] ; LIE (MISLEAD) [601] ; BETRAY [1902],,,,,,,,,
SN004789,término de respeto para señores,TSE38181,,,,,,,,,,,
SN004790,abuelo (véase [mamuch](TSE40451)),TSE38191,,,,,,,,,,,
SN004791,abuelo (véase [mamuch](TSE40451)); registrado sólo en Jetha',TSE38201,,,,,,,,,,,
SN004792,"engañar, defraudar, mentirle a",TSE38211,,DECEIT [13] ; LIE (MISLEAD) [601] ; BETRAY [1902],,,,,,,TSE38441,,
SN004793,muy,TSE38221,,VERY [1311],,,,,,,TSE29241,,
SN004794,"abollar, sumir, ahondar la superficie de algo; dejar un hueco en algo, dejar algo disparejo, mal hecho",TSE38231,,,,,,,,,,,
SN004795,"hacer algo mal, sin seriedad, sin pensarlo bien, distraídamente",TSE38231,,,,,,,,,,,
SN004796,hondonada,TSE38241,,,,,,,,,,,
SN004797,"tipo de red para cargar mazorcas, de tejido muy abierto",TSE38251,,,,,,,,,,,
SN004798,sien,TSE38252,,,,,,,,,,,
SN004799,"ahondado, sumido, abollado; disparejo, con hoyos (carretera, cabello)",TSE38261,,,42586da326cc5155780db617a754de58,,,,,,,,
SN004800,"muy disparejo, con muchas partes sumidas, con muchos hoyos",TSE38262,,,,,,,,,,,
SN004801,"hundirse, derrumbarse bruscamente (tierra, zanja, pie)",TSE38271,,,,,,,,,,,
SN004802,"hundir, ahondar (superficie) con fuerza",TSE38281,,,,,,,,,,,
SN004803,"ciénega, charco de lodo",TSE38291,,,,,,,,,,,
SN004804,"comedero, lugar donde comen animales (piedra, canoa)",TSE38301,,,,,,,,,,,
SN004805,"tomar (un trago de una bebida caliente), sorber",TSE38311,,,,,,,,,,,
SN004806,"insertar, pinchar (aguja); coser, suturar; prensar entre dos dedos (véase [lot'](TSE38421))",TSE38321,,,,,,,,,,,
SN004807,"hundido (ojo, cachete)",TSE38331,,,,,,,,,,,
SN004808,"hueco, ahuecado, cóncavo",TSE38331,,,,,,,,,,,
SN004809,que tiene el tejido muy abierto (véase [chejel](TSE10471)),TSE38331,,,,,,,,,,,
SN004810,perforarse (superficie) por un golpe,TSE38341,,,,,,,,,,,
SN004811,perforar (superficie) de un golpe,TSE38351,,,,,,,,,,,
SN004812,hincharse (piel),TSE38361,,,,,,,,,,,
SN004813,"engrosar, hinchar; amontonar para que quede como capa gruesa",TSE38371,,,,,,,,,,,
SN004814,"grueso y plano (tabla, colado, labios gruesos); en forma de disco grueso (un borracho hecho un ovillo en el piso, una pila de lazos)",TSE38381,,,,,,,,,,,
SN004815,mentira,TSE38391,,UNTRUTH [475],,,,,,,,,
SN004816,echar mentiras,TSE38401,,,,,,,,,,,
SN004817,"juntarse con, ponerse al lado de",TSE38411,,,,,,,,,,,
SN004818,"prensar, agarrar prensado entre dos cosas alargadas (dedos, palos, piernas), empiernar (abrazar con las piernas)",TSE38421,,,,,,,,,,,
SN004819,"agarrar, sostener, llevar (paquete de hojas, fajo de billetes) (véase [lats](TSE36061))",TSE38421,,,,,,,,,,,
SN004820,mentir,TSE38431,,,,,,,,,,,
SN004821,"mentir, falsificar, engañar (véase [lo'loy](TSE38211))",TSE38441,,DECEIT [13] ; LIE (MISLEAD) [601] ; BETRAY [1902],,,,,,,,,
SN004822,"andar en pareja, caminando junto a otra persona (múltiples veces o múltiples parejas)",TSE38451,,,,,,,,,,,
SN004823,"andar en pareja, caminando junto a otra persona",TSE38461,,,,,,,,,,,
SN004824,mentir (véase [lotij](TSE38431)),TSE38471,,,,,,,,,,,
SN004825,"lado a lado; agrupado en montoncito (granos, cosas oblongas: chayotes, testículos)",TSE38481,,,1c2b59cb36a03152331cb391447d795e,,,,,,,,
SN004826,"prensado, presionado, apretado",TSE38491,,,d1625943fc0424c47331f6fd3193feb6,,"Bachajón [lut'ul](TSE39321); Petalcingo, Yajalón [net'el](TSE44471)",,"Center, Guaquitepec, Villa Las Rosas",,,,
SN004827,"angosto, reducido; junto (pies, patas), cascorvo (caballo)",TSE38491,,,,,,,Villa Las Rosas,,,,
SN004828,engrosado; acumulado (suciedad),TSE38501,,,,,,,,,,,
SN004829,espeso (véase [tat](TSE57951)),TSE38511,,,,,,,,,,,
SN004830,medio espeso,TSE38512,,,,,,,,,,,
SN004831,corto (amarre de una carga con mecapal) (véase [p'ots](TSE51571)),TSE38521,,,,,,,,,,,
SN004832,abrazar durmiendo o acostado (con brazos y piernas),TSE38531,,,,,,,,,,,
SN004833,hecho de abrazarse durmiendo o acostado (con brazos y piernas),TSE38541,,,,,,,,,TSE38621,,
SN004834,"pezuña, parte hendida de la pezuña (sobre todo de animales de pezuña hendida, como vacas)",TSE38551,,,,,,,,,TSE39251,"Oxchuc, Tenejapa [lut](TSE39251)",
SN004835,"apretar junto, unir, cerrar (dos cosas alargadas: dedos, piernas)",TSE38561,,,,,,,,,,,
SN004836,calambre (véase [lo'chih](TSE37651)),TSE38571,,,,,,,,,,,
SN004837,"secarse, marchitarse por adentro (melón, calabaza)",TSE38581,,,,,,,,,,,
SN004838,"posado, trepado, perchado, encaramado (véase [luchul](TSE38801))",TSE38591,,,,,,,,,,,
SN004839,"unido, junto (dos cosas alargadas: dos dedos estirados, las dos divisiones de la pezuña de la vaca)",TSE38601,,,,,,,,,,,
SN004840,"marchito, encogido, arrugado (fruto seco; véase [suyub](TSE56811)); muy flaco, enjuto (animal desnutrido); vacío, seco de adentro (melón, calabaza)",TSE38601,,,,,,,Tenejapa,,,,
SN004841,"pegado, agarrado (en una supercicie vertical, con mucha fuerza)",TSE38601,,,,,,,Oxchuc,,,,
SN004842,"en cuclillas, agachado, acurrucado",TSE38601,,,,,,,Villa Las Rosas,,,,
SN004843,espeso (véase [lots](TSE38511)),TSE38611,,,,,,,,,,,
SN004844,hecho de abrazarse durmiendo o acostado (con brazos y piernas) (véase [lots](TSE38531)),TSE38621,,,,,,,,,,,
SN004845,acortar (el amarre de una carga),TSE38631,,,,,,,,,,,
SN004846,especie de chicharra pequeña (insecto),TSE38641,,,,,,,,,,,
SN004847,"en la expresión <maba lo'uk>: mucho, muy",TSE38651,,,,,,,,,,,
SN004848,"punzar, dar una cuchillada, apuñalar, pinchar",TSE38661,,STAB [1434],,,,,,,,,
SN004849,inyectar,TSE38661,,,,,,,,,,,
SN004850,genitales (sobre todo femeninos),TSE38671,,GENITALIA [198] ; VAGINA [1836],,,,,,,,,
SN004851,hongo (genérico); también aparece en el nombre de varios especies particulares de hongos,TSE38681,,,,,,,Oxchuc,,,,R008[Scientific_Name]
SN004852,"especie de hongo comestible, de color amarillo",TSE38681,,,,,,,Tenejapa,[lu'il ixim](TSE38971); [sakil lu'](TSE53511); [wuswus lu'](TSE72001); [yaxal lu'](TSE76261),,,
SN004853,cansarse [luhb](TSE38811),TSE38691,,,,,,,,,,,
SN004854,"tirado, regado en el suelo (semilla o fruto)",TSE38701,,,dba4c0921bace4ce2507c6616a7028a8,,,,,,,,
SN004855,"agotado, cansado, exhausto, desganado, impotente, sin fuerza",TSE38701,,WEAK [1601],,,,,,,,,
SN004856,actividad de bordar,TSE38711,,,9e32ef82630cc2fe32bb9e7258ae440c,,,,,,,,
SN004857,bordado,TSE38721,,,9c9a1b1ab6b3431e2fe81b58d4b94e78 ; 6db8cfaf8e347be24417766e3f9e636c,,,,,,,,
SN004858,levantar con la punta de algo o con la mano,TSE38731,,,,,Petalcingo [lut](TSE39261),,,,,,
SN004859,"cucharear, servir",TSE38731,,,cf300ef7d53d8526f7e6cbbe3a70949a,,Amatenango [lup](TSE39231),,,,,,
SN004860,sacar con una aguja (una astilla),TSE38731,,,,,,,,,,,
SN004861,bordar (véase [luchiy](TSE38761)),TSE38731,,,,,"Amatenango, Cancuc, Oxchuc [ts'is](TSE64091)",,"Petalcingo, Tenejapa, Villa Las Rosas",,,,
SN004862,cornear,TSE38731,,,,,North [kuj](TSE33271),,"Center, South",,,,
SN004863,"pintar, decorar (piezas de alfarería)",TSE38731,,,,,,,Amatenango,,,,
SN004864,"pequeño (véase [ch'in](TSE12691), [tut](TSE67601))",TSE38741,,,,,,,,,,,
SN004865,poco,TSE38751,,,,,,,,,,,
SN004866,bordar,TSE38761,,,,,,,,,TSE43611,Bachajón [nahwuy](TSE43611),
SN004867,bordado con variados colores ([chilchiltik](TSE12531)),TSE38771,,,,,,,,,,,
SN004868,bordado; acto de bordar,TSE38781,,,,,,,"Bachajón, Guaquitepec, Petalcingo, Tenejapa, Villa Las Rosas",,,,
SN004869,"acto de pintar, decorar piezas de alfarería",TSE38781,,,,,,,Amatenango,,,,
SN004870,empujar súbitamente,TSE38791,,,,,,,,,,,
SN004871,"perchado, posado, parado (sobre un soporte alargado)",TSE38801,,,,,,,,,,,
SN004872,"cansarse, agotarse",TSE38811,,GET TIRED [1996],,,,,,,,,
SN004873,caerse (frutos maduros),TSE38821,,,,,,,,,,,
SN004874,"cansancio, agotamiento",TSE38831,,FATIGUE [1140],,,,,,,,,
SN004875,medio cansado,TSE38841,,,,,,,,,,,
SN004876,"cansar, causar fatiga",TSE38851,,,,,,,,,,,
SN004877,para contar cantidades de algo (granos) servido con cuchara o taza,TSE38861,,,,,,,,,,,
SN004878,"orzuelo (enfermedad del ojo); en Petalcingo, se dice que se da cuando se ve copular a los animales",TSE38871,,,,,,,,,,,
SN004879,antojo (de comida),TSE38881,,,,,,,,,,,
SN004880,engancharse; pescarse,TSE38891,,,,,,,,,,,
SN004881,"palo largo con un gancho al final, usado para cortar fruta o para encorvar las matas de café",TSE38901,,,,,,,,,,,
SN004882,garabato (palo suspendido con varias ramas para colgar cosas),TSE38901,,,,,,,Center,,,,
SN004883,"palo largo con punta en V, usado para apuntalar plantas (véase [yechte'](TSE76541))",TSE38901,,,,,,,Tenejapa,,,,
SN004884,jalar con garabato (véase [luhkuch te'](TSE38901)),TSE38911,,,,,,,,,,,
SN004885,para contar cantidades de algo (líquidos) servido con cuchara o taza,TSE38921,,,,,,,,,,,
SN004886,"prensarse, sujetarse",TSE38931,,,,,,,,,,,
SN004887,"temblar, agitarse",TSE38931,,SHIVER [52],,,,,Bachajón,,,,
SN004888,"brincar, saltar (véase [wihl](TSE70811))",TSE38931,,JUMP [1829],,,,,Petalcingo,,,,
SN004889,palpitar (corazón),TSE38931,,,,,,,Petalcingo,,,,
SN004890,estar dando saltos con mucha fuerza,TSE38941,,,,,,,,,,,
SN004891,estar dando muchos saltos,TSE38951,,,,,,,,,,,
SN004892,"brincotear, saltar repetidas veces",TSE38961,,,,,,,"Bachajón, Petalcingo, Tenejapa",,,,
SN004893,"estar agitado, desasosegado, intranquilo (como niño haciendo berrinche)",TSE38961,,,,,,,"Bachajón, Petalcingo",,,,
SN004894,palpitar (corazón),TSE38961,,,,,,,Petalcingo,,,,
SN004895,"tener palpitaciones, temblorina (parte del cuerpo, por nerviosismo)",TSE38961,,,,,,,Tenejapa,,,lutlun,
SN004896,huitlacoche,TSE38971,,,,,,Ustilago maydis,,,,,
SN004897,moco (del guajolote),TSE38981,,,,,,,,,,,
SN004898,"coa (herramienta con mango largo y punta de metal curveada, usada para sembrar, desmontar y escarbar); punta de coa",TSE38991,,,,,,,Center,,,,
SN004899,"herramienta que se usa para desgranar maíz (se hace con machetes viejos cortándoles la punta, mide como diez centímetros)",TSE38991,,,,,,,"Bachajón, Guaquitepec",,,,
SN004900,"enganchar, jalar con gancho",TSE39001,,,,,,,,,,,
SN004901,pescar con anzuelo,TSE39001,,,,,,,,,,,
SN004902,garabato (palo corto con punta curveada usado para chaporrear) (véase [karabato](TSE28751)),TSE39011,,,,,,,,,,,
SN004903,anzuelo,TSE39021,,,,,,,,,,lukba tak'in,
SN004904,pescar con anzuelo (véase [luk](TSE39001)),TSE39031,,,,,,,,,,,
SN004905,tecomate con cuello alargado y curveado,TSE39041,,,,,,,,,,,
SN004906,"en forma de gancho, torcido",TSE39051,,CROOKED [297],,,,,,,,,
SN004907,"enganchado, trabado",TSE39051,,,,,,,,,,,
SN004908,tecomate alargado con cuello torcido (sirve de recipiente para agua),TSE39052,,,b65bb689509c665db8cf4c21dc80aafe,,,,,,,,
SN004909,lombriz de tierra,TSE39061,,EARTHWORM [2350],,,,Annelida: Oligochaeta,,,,,
SN004910,"lombriz intestinal, parásitos",TSE39061,,,,,,,,[bosbos lukum](TSE06821); [ch'ujch'ul lukum](TSE15061); [ja'al lukum](TSE20131),,,
SN004911,"machacador, palo corto y grueso para machacar chiles",TSE39071,,,,,,,,,,,
SN004912,pene,TSE39071,,PENIS [1222],,,,,,,,,
SN004913,"silbato; tradicionalmente de barro cocido, en forma de animalito",TSE39081,,,,,,,,,,,
SN004914,jocote (árbol y fruto) (véase [po'om](TSE51461)),TSE39091,,,,,,,,,,,
SN004915,níspero,TSE39091,,,,,"Cancuc [kaxlan pata](TSE29411); otras variantes presentan préstamos más o menos adaptados: níspera, míspera, mistra, etc.",árbol y fruto: Eriobotrya japonica,"Oxchuc, Tenejapa",[luluw sots'](TSE39101),,,
SN004916,jobo (árbol y fruto) (véase [po'om](TSE51461)),TSE39101,,,,,,,,,,,
SN004917,palo mulato (árbol) (véase [chakaj](TSE09011)),TSE39111,,,,,,,,,,,
SN004918,muy (véase [lom](TSE38221)),TSE39121,,,,,,,,,,,
SN004919,allá,TSE39131,,,,,,,,,,,
SN004920,"tierra, suelo, polvo",TSE39141,,DUST [2] ; EARTH (SOIL) [1228] ; GROUND [2159],,,,,,,,,
SN004921,"pueblo, poblado, ciudad, nación (véase [tehklum](TSE58471); con posesión [lumal](TSE39171))",TSE39151,,VILLAGE [930] ; CITY [2547] ; TOWN [1391],875a07428a8602a112e72ccadae80af9,,,,,,,,
SN004922,"tierra, territorio",TSE39161,,,,,,,,,,,
SN004923,"pueblo nativo, tierra de donde viene uno o donde está uno establecido por mucho tiempo",TSE39171,,NATIVE COUNTRY [89],,,,,,,,,
SN004924,"paisano, persona de un mismo origen que uno",TSE39171,,,,,,,,,,,
SN004925,adoptar (un lugar) como tierra para vivir,TSE39181,,,,,,,,,,,
SN004926,especie de pez de río,TSE39191,,,,,,quizás Gambusia yucatana,,,,,
SN004927,"neblina (""nube de suelo"")",TSE39201,,FOG [249],,,,,,,,,
SN004928,empolvado,TSE39211,,,,,,,,,,,
SN004929,"arrojado, derribado, derrumbado, tirado, caído (frutas, animales caídos al suelo, árboles tumbados, milpa tumbada por el viento); desprendido (suelo o pedazo de tierra o peña desprendida); cansado, débil",TSE39221,,,dba4c0921bace4ce2507c6616a7028a8,,,,,,,,
SN004930,"servir, sacar (comida con cuchara, taza)",TSE39231,,,,,,,,,,,
SN004931,dar una patada,TSE39231,,,,,,,,,,,
SN004932,"luz, foco",TSE39241,,,,,,,,,,,
SN004933,corva (parte de atrás de la rodilla),TSE39251,,,,,,,,,,,
SN004934,"pezuña, parte hendida de la pezuña (sobre todo de animales de pezuña hendida, como vacas)",TSE39251,,,,,,,,,TSE38551,,
SN004935,"sujetar, prensar (cosas alargadas dispuestas paralelamente unas contras otras)",TSE39261,,,,,,,Bachajón,,,,
SN004936,mover (levantar o bajar) o sostener con la punta de algo alargado (véase [luch](TSE38731)),TSE39261,,,,,,,Petalcingo,,,,
SN004937,"prensar, presionar, sujetar (con pinzas, entre los dedos, los labios, en el pico)",TSE39271,,,,,,,,,TSE38421,,
SN004938,medio costurar,TSE39271,,,,,,,Petalcingo,,,,
SN004939,"abrigar, resguardar, abrigar abrazando o cubriendo con el cuerpo",TSE39281,,,,,,,,,,,
SN004940,"posado, encaramado, perchado; enfermo (ave)",TSE39291,,,,,,,,,,,
SN004941,"resguardado, abrigado, acogido, refugiado (de las inclemencias del tiempo)",TSE39301,,,9b33934adf2acdbe5b332479db2449e7,,,,,,,,
SN004942,colgado en la punta de algo alargado,TSE39311,,,,,,,,,,,
SN004943,"prensado, presionado, apretado, sujetado",TSE39321,,,,,,,,,TSE38491,Center [lot'ol](TSE38491),
SN004944,mal costurado (con puntadas muy espaciadas),TSE39321,,,,,,,,,,,
SN004945,"pinchar, picar (véase [low](TSE38661))",TSE39331,,,,,,,,,,,
SN004946,negación (véase [ma'](TSE39351)),TSE39341,,,,,,,,,,,
SN004947,negación,TSE39351,,NOT [1240],,,,,,,,,
SN004948,"(""no se ve"") mucho (véase [bayel](TSE04871)); en Petalcingo puede entenderse como ""mucho"" o al revés como ""nada""",TSE39361,,,,,,,,,,,
SN004949,"(""su ida no fue discurso"") quedó callado, se fue callado",TSE39371,,,,,,,,,,,
SN004950,"(""no ve lo bueno"") se enferma, no tiene buena salud, no tiene paz, tranquilidad",TSE39381,,,,,,,,,,,
SN004951,suegro de mujer (véase [alib mamal](TSE01941)),TSE39391,,,,,,,,,,,
SN004952,"negación, forma larga de [ma'](TSE39351)",TSE39401,,,,,,,,,,,
SN004953,"masticar, mordisquear (véase [mats'](TSE40741))",TSE39411,,CHEW [321],,,,,"Oxchuc, Tenejapa, Villa Las Rosas",,,"Villa Las Rosas mach'in, mats'in, xach'in, jach'in",
SN004954,"machucar accidentalmente (véase [pech'](TSE48751), [xat'](TSE72621))",TSE39411,,,,,,,Villa Las Rosas,,,,
SN004955,quién,TSE39421,,WHO [1235],,,,,,,,,
SN004956,"alguien, quien",TSE39421,,,,,,,,,,,
SN004957,"quien sea, cualquier persona",TSE39431,,,,,,,,,,,
SN004958,"quien sea, cualquier persona (véase [mach'auk](TSE39431))",TSE39441,,,,,,,,,,,
SN004959,"caminar despacio, sin rumbo, pensativo",TSE39451,,,,,,,,,,,
SN004960,machete,TSE39461,,,7645d731b51829f107039227002c5ca4,,,,,,,,
SN004961,"palo para tejer, machete, espada (véase [jalate'](TSE20851))",TSE39471,,,,,,,,,,,
SN004962,macho (de la mula),TSE39481,,,,,,,,,,,
SN004963,trozo de madera al que le sacan viruta y que los alféreces traen durante el carnaval,TSE39481,,,,,,,Tenejapa,,,,
SN004964,"increíble, inconcebible, extraordinario, incomprensible",TSE39491,,,,,,,,,,,
SN004965,"aunque, no sea que, si no fuera por (véase [manchuk](TSE40471))",TSE39501,,,,,,,,,,,
SN004966,"cerrarse, taparse, cubrirse",TSE39511,,,,,,,,,,,
SN004967,"ocuparse, tener un contratiempo",TSE39511,,,,,,,,,,,
SN004968,"para contar pedazos, trozos (de cosas alargadas: hilo, mecate, lazo, palo, caña, tira de carne)",TSE39521,,,,,,,,,,,
SN004969,trozo de madera,TSE39531,,,,,,,,,,Guaquitepec smajk'alil te',
SN004970,"tapa, tapón, lo que sirve para cubrir algo",TSE39541,,"LID (COVER, CAP) [2319]",,,,,,,,,
SN004971,ceja,TSE39551,,EYEBROW [1173],,,,,,,TSE56221,,
SN004972,patilla (barba),TSE39551,,,,,,,Petalcingo,,,,
SN004973,"pliegues, partes arrugadas de la piel (p.ej. cerca de las articulaciones)",TSE39551,,,,,,,Petalcingo,,,,
SN004974,derramarse,TSE39561,,,,,,,,,,,
SN004975,"hablando del sol, atardecer",TSE39561,,,,,,,sobre todo Center y South,,,,
SN004976,"hablando de comida, antojarse",TSE39561,,,,,,,,,,,
SN004977,acto de esperar a alguien,TSE39571,,,,,,,,,,,
SN004978,"oeste, poniente (""puesta del sol"")",TSE39581,,WEST [1817],,,,,,,,,
SN004979,esperar,TSE39591,,WAIT (FOR) [1590],,,,,,,,,
SN004980,luciérnaga (véase [kukay](TSE33471)),TSE39601,,FIREFLY [206],,,,Lampyridae,,,,,
SN004981,"regalo, presente, obsequio, premio, ofrenda",TSE39611,,,,,,,,,,,
SN004982,"hacerle un regalo, una ofrenda a",TSE39621,,,,,,,,,,,
SN004983,"acetillo, pega-pega; planta que se da mucho en la milpa, de flor amarilla; el fruto se pega en la ropa o en la piel de los animales",TSE39631,,,,,,"Bidens spp.: B. pilosa, B.triplinervia",,,,,
SN004984,"sin ganas, desanimado",TSE39641,,,,,,,,,,,
SN004985,chilacayote (véase [mayil](TSE40881)),TSE39651,,,,,,,,,,,
SN004986,armadillo (mamífero) (véase [j'ib](TSE22831)),TSE39661,,,,,,,,,,,
SN004987,"de un mismo tipo, al mismo tiempo",TSE39671,,,,,,,,,,,
SN004988,para contar actos de golpear,TSE39681,,,,,,,,,,,
SN004989,"pegar, golpear",TSE39691,,STRIKE [353] ; HIT [1433],,,,,,,,,
SN004990,majar,TSE39691,,,,,,,,,,,
SN004991,acto de machucar raíces de plantas venenosas para envenenar peces,TSE39701,,,,,,,,,,,
SN004992,envenenar (peces) mediante plantas,TSE39711,,,,,,,,,,,
SN004993,"lo que se tiene prestado, préstamo",TSE39721,,,,,,,,,,,
SN004994,invitado,TSE39721,,,,,,,Amatenango,,,,
SN004995,"tomar prestado, tomar a crédito; rentar",TSE39731,,BORROW [1823],,,,,,,,,
SN004996,"batidor, palo para remover la comida, el atole (véase [juy](TSE26621))",TSE39741,,,,,,,,,,,
