ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Dialect,Media_IDs,Sense_IDs
XV007633,tzh,la stultiklan xnich chenek' i keremi,,,el niño estuvo cortando flores de frijol,,,Tenejapa,,SN005593
XV007634,tzh,ch'uyuy ta uch'el xnich poxe,,,la flor del aguardiente es dura de tomar,,,Villa Las Rosas,,SN005594
XV007635,tzh,yakix ta nich te chenek'e,,,el frijol ya está floreando,,,Bachajón,,SN005595
XV007636,tzh,nichix me jk'ale,,,mi milpa ya está floreando,,,Petalcingo,,SN005595
XV007637,tzh,ma me xachik' aba ta nich k'ahk' tey ine,,,no te vayas a quemar con las chispas ahí,,,Petalcingo,,SN005596
XV007638,tzh,ayinix snich'an,,,ya nació su hijo,,,Petalcingo,,SN005599
XV007639,tzh,ay to jtul xnich'an li'i,,,todavía tiene un hijo aquí,,,Chilón,,SN005599
XV007640,tzh,"ay awala nich'an, lek te ay ya stsak jilel te awa'tele",,,"tienes hijitos, estaría bien que hereden tu oficio",,,Guaquitepec,,SN005599
XV007641,tzh,"anich'anon tat, anich'anon kajwal",,,"soy tu hijo Padre, soy tu hijo Señor",,,Sitalá,,SN005599
XV007642,tzh,bayal buelta kalbe te jnich'nabe,,,muchas veces se lo digo a mis hijos,,,Bachajón,,SN005599
XV007643,tzh,"ay yihnam, axan maba xnich'anaj",,,"tiene esposa, pero no ha dado hijos",,,Petalcingo,,SN005600
XV007644,tzh,la snich'anin te ala kereme,,,adoptó al niñito,,,Guaquitepec,,SN005601
XV007645,tzh,"ya wan xbaht knich'aninyotik me ala kereme, kome meba' abi",,,"creo que adoptaremos al niño, porque ya es huérfano",,,Petalcingo,,SN005601
XV007646,tzh,la snich'antay cha'tul ach'ix te winike,,,el hombre engendró a dos niñas,,,Bachajón,,SN005602
XV007647,tzh,"teme chamotikone, ya ya'belotikon nichim",,,"sí morimos, nos ponen flores",,,Villa Las Rosas,,SN005603
XV007648,tzh,la sts'un snichim,,,sembró su flor,,,Petalcingo,,SN005603
XV007649,tzh,bayel snichimul te elemuxe,,,el limón tiene mucha flor,,,Guaquitepec,,SN005603
XV007650,tzh,"tal jsolates jilel, tal jpasates jilel, lajuneb yoxwinik tal ch'ul nichim",,,"vine a dejar ofrendadas, vine a dejar acomodadas, las cincuenta velas sagradas",,,Tenejapa,,SN005604
XV007651,tzh,nichimaltik xanix te sti' snahe,,,frente a su casa está lleno de flores,,,Petalcingo,,SN005605
XV007652,tzh,ayon ta yohlil nichimaltik,,,estoy en medio del campo de flores,,,Bachajón,,SN005605
XV007653,tzh,wen t'ujbil a snichimtes yutil snah me in antse,,,esa mujer adorna muy bonito su casa,,,Petalcingo,,SN005608
XV007654,tzh,ya jnichimtesbe yo'tan,,,voy a enflorecer su corazón (lo voy a hacer feliz),,,Tenejapa,,SN005608
XV007655,tzh,wen nichimtik inta ba ay nahe,,,aquella casa está muy adornada,,,Petalcingo,,SN005609
XV007656,tzh,nichinix te iche,,,ya floreció el chile,,,Tenejapa,,SN005610
XV007657,tzh,ma' a nich'naj te awichane,,,tu tío no engendró hijos,,,Guaquitepec,,SN005611
XV007658,tzh,la snih sbehch'il te antse,,,la mujer urdió su faja,,,Bachajón,,SN005613
XV007659,tzh,ya x'a'tejon sok jnih'al,,,trabajo con mi yerno,,,Bachajón,,SN005614
XV007660,tzh,ya xba kula'tay tal jni'al,,,iré a visitar a mi yerno,,,Villa Las Rosas,,SN005614
XV007661,tzh,ayix cheb jni'altak,,,ya tengo dos yernos,,,Ametenango,,SN005614
XV007662,tzh,baht ta snah snih'al mamal,,,se fue a la casa de su suegro,,,Bachajón,,SN005616
XV007663,tzh,"ha' in winike, snih'al mamal me jPete",,,"ese hombre, su suegro es Pedro",,,Petalcingo,,SN005616
XV007664,tzh,kawa'be lek smukenal te anih'al me'ele,,,le vas a dar una buena sepultura a tu suegra,,,Bachajón,,SN005617
XV007665,tzh,ya jnihbuy jch'ajantik,,,vamos a sacar nuestra tira de corcho,,,Bachajón,,SN005618
XV007666,tzh,"k'ubul ts'umbil me oye, ma xnihk",,,"está sembrado muy profundo el horcón, no se puede mover",,,Petalcingo,,SN005619
XV007667,tzh,"lajuk mati kich' tal jtsotse, ya xnijkon ta sik",,,"debí traer mi cobija, tiemblo de frío",,,Guaquitepec,,SN005619
XV007668,tzh,nijk yok Petule,,,Pedro se esguinzó el pie,,,Villa Las Rosas,,SN005620
XV007669,tzh,¿laj awa'i k'ax nihkeli?,,,¿sentiste cómo pasó el temblor?,,,Bachajón,,SN005621
XV007670,tzh,"ma wan xtohkix kala mute, kome tulan a k'ax nihkel abi",,,"creo que ya no van a nacer mis pollitos, porque pasó muy fuerte el temblor",,,Petalcingo,,SN005621
XV007671,tzh,la jnijkes i pamte'i,,,hice temblar el puente,,,Tenejapa,,SN005624
XV007672,tzh,la jka'ay niub nax,,,urdí hace rato,,,Oxchuc,,SN005625
XV007673,tzh,tal yak'ik ilel te niube,,,vinieron a enseñar a urdir,,,Oxchuc,,SN005625
XV007674,tzh,nijaj sjol te tuluk'e,,,al aguajolote se le inclinó la cabeza,,,Bachajón,,SN005626
XV007675,tzh,ya xnijaj ta ch'uhlnah,,,se inclina en la iglesia,,,Petalcingo,,SN005626
XV007676,tzh,la knijan kbah,,,me incliné,,,Petalcingo,,SN005627
XV007677,tzh,la snijan k'axel sit,,,pasó con la cabeza agachada,,,Guaquitepec,,SN005627
XV007678,tzh,joy xnijet ya xbehen te winike,,,el hombre siempre camina con la cabeza inclinada,,,Petalcingo,,SN005628
XV007679,tzh,xnijet lok'el,,,salió con la cabeza agachada,,,Guaquitepec,,SN005628
XV007680,tzh,nijil yu'un syakubel te winike,,,el hombre está cabizbajo por su embriaguez,,,Tenejapa,,SN005629
XV007681,tzh,nika te alale,,,mueve al bebé,,,Guaquitepec,,SN005631
XV007682,tzh,la jnikix te mats'e,,,ya agité el pozol,,,Guaquitepec,,SN005631
XV007683,tzh,ya snikik yulik,,,mueven su atole,,,Villa Las Rosas,,SN005631
XV007684,tzh,naxix te yakal ta nikobale,,,ya hace rato que está cabeceando,,,Guaquitepec,,SN005634
XV007685,tzh,"ayix swayel, yakalix ta nikubal",,,"ya tiene sueño, ya está cabeceando",,,Petalcingo,,SN005634
XV007686,tzh,xnilet xanix k'axel ch'ohetik ta patna,,,detrás de la casa sonó el estrépito de una manada de ratas pasando,,,Petalcingo,,SN005636
XV007687,tzh,xnililet chahwuk,,,está reverberando el trueno,,,Bachajón,,SN005636
XV007688,tzh,xnilet ta bej te xanichetike,,,las hormigas están caminando de un lado para otro en el camino,,,Cancuc,,SN005636 ; SN009028
XV007689,tzh,nichimaltik bael te sbejlal bajch'ene,,,el camino al panteón tiene muchas flores,,,Guaquitepec,,SN005605
XV007690,tzh,nin te tan ya yich' ak'el paynile,,,la cal que se le echa al nixtamal es fina,,,Tenejapa,,SN005637
XV007691,tzh,nipil ha' ta amak',,,hay agua encharcada en el patio,,,Bachajón,,SN005638
XV007692,tzh,snitoj skawayu te winike,,,el hombre está jalando su caballo,,,Tenejapa,,SN005639
XV007693,tzh,la snitbon jchikin jme'e,,,mi mamá me jaló la oreja,,,Aguacatenango,,SN005639
XV007694,tzh,"puru ta spat ya snit te kawuhe, maba ta snuk'",,,"sólo con su espalda lo jala el caballo (el timón del trapiche), no con su cuello",,,Bachajón,,SN005639
XV007695,tzh,la snitbon kakan uul,,,un curandero me jaló la pierna (para acomodar una zafadura o fractura),,,Oxchuc,,SN005639
XV007696,tzh,jich a snitulan snuk' te jt'o'lok,,,la lagartija así estira a cada rato su garganta,,,Sibakja’,,SN005639
XV007697,tzh,ya snit lok'el tel te xolobe,,,saca jalando el camarón (pescador),,,Altamirano,,SN005639
XV007698,tzh,ya xbojon ta snitel jch'ajan,,,voy a jalar mi alambrado,,,Villa Las Rosas,,SN005639
XV007699,tzh,ho'on te mero ya jnit te a'tel,,,soy yo quien más impulsa el trabajo,,,Bachajón,,SN005640
XV007700,tzh,"nitbil laix yu'unik te jme' jtatike, ma la yejtaluk ay jmultik",,,"(se dice que) nuestros padres eran manipulados por ellos, no necesariamente somos culpables",,,Cancuc,,SN005640
XV007701,tzh,tojo nax xnitet sok yihts'in me ine,,,ésa siempre va de la mano con su hermanito,,,Petalcingo,,SN005641
XV007702,tzh,xnitet sk'abik te ach' nujpuneletike,,,los recién casados se llevan de la mano,,,Guaquitepec,,SN005641
XV007703,tzh,nitil te ch'ajane,,,el lazo está estirado,,,Guaquitepec,,SN005642
XV007704,tzh,nitil nax ta awakan te aniuy xale bi,,,claro que el hilo debe estar estirado en tus pies al urdirlo,,,Oxchuc,,SN005642
XV007705,tzh,nitil ta te',,,está amarrado de un árbol,,,Petalcingo,,SN005642
XV007706,tzh,nitlajanik ta lasu,,,se están jale y jale en el lazo,,,Tenango,,SN005643
XV007707,tzh,yak'el ora xnitlajan ta sk'abik in ach'ixetike,,,esas muchachas siempre andan tomadas de la mano,,,Petalcingo,,SN005644
XV007708,tzh,xnitlajan te mats'e,,,la masa está chiclosa,,,Guaquitepec,,SN005645
XV007709,tzh,ya to xniub te jme'tike,,,la anciana todavía urde,,,Tenejapa,,SN005647
XV007710,tzh,niwak te tonetike,,,las piedras son grandes,,,Tenejapa,,SN005649
XV007711,tzh,niwak sit te ixime,,,los granos del maíz son grandes,,,Petalcingo,,SN005649
XV007712,tzh,niwak ton a ch'ojot a,,,le tiraron piedras grandes,,,Petalcingo,,SN005649
XV007713,tzh,ja' me jich sniwakil ts'in te tejk'ajeletike,,,los travesaños son de este tamaño,,,Cancuc,,SN005649
XV007714,tzh,ay bayel sniwakul te' ta te'tikil,,,en la montaña hay muchas árboles grandes,,,Tenejapa,,SN005649
XV007715,tzh,niwakubix a kil sit alaxaxe,,,veo que ya se agrandaron los frutos del naranjo,,,Petalcingo,,SN005650
XV007716,tzh,yakal ta niwakubel te ch'ume,,,la calabaza está creciendo,,,Oxchuc,,SN005650
XV007717,tzh,ja' niwan sme' statik,,,quizás sean sus padres,,,Cancuc,,SN005651
XV007718,tzh,ya niwan jlejtik tuluk me'el,,,quizás vayamos a buscar a alguna anciana,,,Cancuc,,SN005651
XV007719,tzh,skaj niwan a te powreotik ya'ele,,,quizás sea porque somos pobres,,,Guaquitepec,,SN005651
XV007720,tzh,lom nix te mats'e,,,la masa es de molido muy fino,,,Tenejapa,,SN005652
XV007721,tzh,nix me xajuch'be smats'ul i waji,,,muele la masa para los tortillas con grano fino,,,Tenejapa,,SN005652
XV007722,tzh,nixul mats' ya sk'an yuch' i alali,,,el niño quiere tomar pozol de masa fina,,,Tenejapa,,SN005652
XV007723,tzh,ha' nix hich,,,es lo mismo,,,Bachajón,,SN005653
XV007724,tzh,melel nix a,,,ciertamente es verdad,,,,,SN005209 ; SN005653
XV007725,tzh,no'aj sni' te jlapise,,,se despuntó mi lápiz,,,Petalcingo,,SN005654
XV007726,tzh,ja' mero snujb ilel me bit'il nobol sbaston me komite to,,,así sí conviene ver a ese comité que tiene empuñado su bastón,,,Oxchuc,,SN005656
XV007727,tzh,ay snoch me mamal ine,,,ese anciano tiene nagual,,,Guaquitepec,,SN005657
XV007728,tzh,"nochtayot, pero ma la stajbey yip",,,"hicieron el rito para transferirle su nagual, pero no tuvo fuerza suficiente para recibirlo",,,Guaquitepec,,SN005659
XV007729,tzh,ay nohch ta ch'en,,,hay un fantasma en la cueva,,,Bachajón,,SN005660
XV007730,tzh,me sots'e nohk'aj bahel ta spat karo,,,el murciélago se fue colgado detrás de un carro,,,Petalcingo,,SN005661
XV007731,tzh,te imane ma xnohk'aj ta kobre,,,el imán no se adhiere al cobre,,,Petalcingo,,SN005661
XV007732,tzh,nohk'ana ta pahk' me xkuhchumtsa'e,,,deja el escarabajo agarrado en la pared,,,Petalcingo,,SN005662
XV007733,tzh,la jnojk'anix yoket ta k'ajk',,,ya coloqué el tenamastle junto al fuego,,,Oxchuc,,SN005662
XV007734,tzh,ma to muk' snohk'etal alale,,,la sombra del niño aún no es grande,,,Petalcingo,,SN005664
XV007735,tzh,la jxi' jnojk'etal,,,me asusté de mi reflejo,,,Guaquitepec,,SN005664
XV007736,tzh,ya xlok' jnojk'etaltik te a,,,allí van a salir nuestros retratos,,,Cancuc,,SN005665
XV007737,tzh,yakal spasbelik snohk'etal xutax sok stsek ha'as,,,están construyendo el muñeco de Judas (para Semana Santa) con hojas de plátano,,,Petalcingo,,SN005665
XV007738,tzh,"jtatik San Mike, le' tek'el anojk'etal to, le' tek'el awelaw to",,,"señor san Miguel, aquí está parada tu representación, aquí está parado tu rostro",,,Oxchuc,,SN005665
XV007739,tzh,mero xnohk'non sti'aw te kehchene,,,mi herida duele (como pulsaciones),,,Bachajón,,SN005666
XV007740,tzh,la snohk'oxin ta pahk' yihts'in te kereme,,,el joven aplastó a su hermanito contra la pared,,,Bachajón,,SN005668
XV007741,tzh,a'bon jnohl mats',,,dame una bola de pozol,,,Bachajón,,SN005669
XV007742,tzh,oxnohl la spas smats',,,hizo su pozol en tres bolas,,,Bachajón,,SN005669
XV007743,tzh,la sk'ebembon cha'nol mats',,,me regaló dos bolas de pozol,,,Guaquitepec,,SN005669
XV007744,tzh,"ma xnohlaj hilel me tone, kome maba pamal te lume",,,"la piedra no se estabiliza en un lugar, porque el terreno no es plano",,,Petalcingo,,SN005670
XV007745,tzh,nohlajuk ta moch te tomute,,,que el huevo se ponga en la canaste,,,Bachajón,,SN005670
XV007746,tzh,nolaj te lume,,,la tierra se hizo bola,,,Guaquitepec,,SN005670
XV007747,tzh,ya jnolantik te smats'ul kaxlan waje,,,vamos a poner en bola la harina del pan,,,Guaquitepec,,SN005671
XV007748,tzh,la snohlan hilel ta ti' xoral te pelotahe,,,dejó la pelota a la orilla de la calle,,,Petalcingo,,SN005671
XV007749,tzh,nolana jilel ta lum te ch'ume,,,deja la calabaza en el suelo,,,Guaquitepec,,SN005671
XV007750,tzh,ma xnohp ta ora,,,no se aprende luego,,,Petalcingo,,SN005672
XV007751,tzh,nojp yu'un ts'in,,,entonces aprendió,,,Guaquitepec,,SN005672
XV007752,tzh,"k'alal bin ora nojpix ku'une, lek ya jpasix ts'in a",,,"cuando ya lo había aprendido, entonces ya lo hacía bien",,,Guaquitepec,,SN005672
XV007753,tzh,ha' to katsak a teme nohpaj tal te mute,,,vas a agarrar al pollo en cuanto se acerque,,,Bachajón,,SN005673
XV007754,tzh,nojpaj tel ta jts'eel te kereme,,,el muchacho se acercó a mi lado,,,Cancuc,,SN005673
XV007755,tzh,"namal ay te we'ibale, nohpana talel",,,"la comida está lejos, acércala",,,Bachajón,,SN005675
XV007756,tzh,ma me xanohpin bahel jtuhl ants k'alal yak yilbel xchamel,,,"no llegarás a la mujer mientras esté menstruando (Lv18,19)",,,Bachajón,,SN005676
XV007757,tzh,la snojpin bael te winike,,,se acercó al hombre,,,Guaquitepec,,SN005676
XV007758,tzh,nohpoj tal,,,se acercó,,,Bachajón,,SN005677
XV007759,tzh,ha' to teme nohpoj talele ya jtsaktik,,,hasta que se acerque lo agarramos,,,Bachajón,,SN005677
XV007760,tzh,ha' ya snohpteson ta sts'ihbayel,,,él me enseña a escribir,,,Bachajón,,SN005678
XV007761,tzh,la snohptes te kristianoetik,,,le enseñó a la gente,,,Bachajón,,SN005678
XV007762,tzh,¿mach'a la snopjtesat?,,,¿quién te enseñó?,,,Cancuc,,SN005678
XV007763,tzh,ya snojpeswan ta jun,,,enseña a leer,,,Ametenango,,SN005679
XV007764,tzh,jun nohptesel la ya'bon te Kajwaltik,,,es una enseñanza que me dio nuestro Señor,,,Bachajón,,SN005681
XV007765,tzh,oxnohy la ka'be te jwe'bale,,,tres veces molí mi nixtamal,,,Bachajón,,SN005682
XV007766,tzh,cha'noy la juch' te paynile,,,dos veces molí el nixtamal,,,Tenejapa,,SN005682
XV007767,tzh,nojonix,,,ya me llené,,,,,SN005683
XV007768,tzh,teme muk' yol yamak'ike ya xnoj ta kaj,,,si tenían un patio grande se llenaba de caballos,,,Villa Las Rosas,,SN005683
XV007769,tzh,nojelonix,,,ya estoy lleno,,,,,SN005684
XV007770,tzh,nojel xchojak',,,su morral está lleno,,,Petalcingo,,SN005684
XV007771,tzh,nojelix te karoe,,,el carro ya está lleno,,,Guaquitepec,,SN005684
XV007772,tzh,nojel la jtaj te naje,,,encontré la casa llena,,,Guaquitepec,,SN005684
XV007773,tzh,"ma' ju' solik, nojel e uk'ume",,,"no pudieron pasar, (porque) estaba caudaloso el arroyo",,,Villa Las Rosas,,SN005684 ; SN008562
XV007774,tzh,lek me la jnojes jch'ujt,,,llené bien mi estómago,,,Tenejapa,,SN005685
XV007775,tzh,ma xawen nojes,,,no lo llenes mucho,,,Petalcingo,,SN005685
XV007776,tzh,yakal ta nojpijel talel te kereme,,,el muchacho se está acercando,,,Guaquitepec,,SN005687
XV007777,tzh,nojpijon bael,,,me acerqué,,,Guaquitepec,,SN005687
XV007778,tzh,nojpijtesa te waje,,,acerca la tortilla,,,Guaquitepec,,SN005688
XV007779,tzh,ya jnojtes cheb oxeb kubeta,,,lleno dos tres cubetas (con barro),,,Guaquitepec,,SN005689
XV007780,tzh,nok'a jilel ta te' te wakaxe,,,deja la vaca bien atada en el palo,,,Oxchuc,,SN005690
XV007781,tzh,la snok' sbah ta oxom te chabe,,,la miel se pegó a la olla,,,Bachajón,,SN005691
XV007782,tzh,nok'ol to te k'ine,,,la fiesta todavía sigue,,,Bachajón,,SN005692
XV007783,tzh,nok'olon to ta k'op,,,todavía estoy platicando,,,Bachajón,,SN005692
XV007784,tzh,nok'ol bahel ta spat karo,,,se fue pegado detrás del carro,,,Petalcingo,,SN005693
XV007785,tzh,nok'ol ta te' te elek'e,,,el ladrón está atado pegado al poste,,,Oxchuc,,SN005694
XV007786,tzh,nok'ol ta oxom te ule,,,el atole está pegado a la olla,,,Bachajón,,SN005695
XV007787,tzh,ya jnol jmats',,,amaso mi pozol (haciéndolo en forma de bola),,,Guaquitepec,,SN005696
XV007788,tzh,nola bael te ch'ume,,,llévate la calabaza,,,Guaquitepec,,SN005697
XV007789,tzh,xnololet bael te ch'ume,,,la calabaza se fue rodando,,,Guaquitepec,,SN005699
XV007790,tzh,xnolet koel te k'alal spamlej te jk'a' chojak'e,,,mi red vieja se fue rodando hasta la planada,,,Tenango,,SN005699
XV007791,tzh,xnolet koel te ala mamale,,,el anciano bajó caminando de manera jorobada,,,Guaquitepec,,SN005700
XV007792,tzh,xnolnun apat ta behel,,,tu espalda se joroba al caminar,,,Petalcingo,,SN005701
XV007793,tzh,nolol ta mesa te mats'e,,,la bola de masa está en la mesa,,,Oxchuc,,SN005702
XV007794,tzh,nolol jpis ton ta be,,,hay una piedra en el camino,,,Petalcingo,,SN005702
XV007795,tzh,ich'a bael te nolol tone,,,lleva la piedra esférica,,,Guaquitepec,,SN005702
XV007796,tzh,la snololin kohel ta ch'en,,,lo hizo rodar hacia el barranco,,,Petalcingo,,SN005703
XV007797,tzh,nolbejix ku'un te mats'e,,,terminé de hacer en bola la masa,,,Oxchuc,,SN005704
XV007798,tzh,nolp'ij koel te tone,,,la piedra cayó repentinamente,,,Guaquitepec,,SN005705
XV007799,tzh,lek xanolbin te mats'e,,,haz la masa bien hecha bola,,,Oxchuc,,SN005706
XV007800,tzh,la snolp'in kohel ta ch'en te tone,,,dejó caer la piedra hacia el barranco,,,Petalcingo,,SN005707
XV007801,tzh,nolp'ina me te'e,,,rueda ese trozo,,,Guaquitepec,,SN005707
XV007802,tzh,no'ol sni',,,tiene la nariz chata,,,Petalcingo,,SN005708
XV007803,tzh,no'olix sni' te machite,,,el machete ya tiene la punta mellada,,,Petalcingo,,SN005708
XV007804,tzh,nopon to a k'alal ochon ta a'tele,,,aún era yo pequeño cuando empecé a trabajar,,,Petalcingo,,SN005709
XV007805,tzh,nop to la yik' yihnam,,,se juntó con su mujer a temprana edad,,,Petalcingo,,SN005709
XV007806,tzh,ja'ex me ya anopik teme ya to jkusestik te jk'u' jpak'tik nameye,,,ustedes piensen si todavía vamos a mantener viva nuestra ropa tradicional,,,Oxchuc,,SN005710
XV007807,tzh,ma to ayuk ya jnop te ya xnujpunonixe,,,todavía no he pensado en casarme,,,Guaquitepec,,SN005710
XV007808,tzh,"nopa ta lek, ya awalbon ta yan k'ajk'al",,,"piénsalo bien, me lo dices otro día",,,Guaquitepec,,SN005710
XV007809,tzh,ya jnopilanat sjunal ajk'abal,,,voy a estar pensando en ti toda la noche,,,Guaquitepec,,SN005710
XV007810,tzh,"pasaik, nopaik spasel, xchi",,,"háganlo, aprendan a hacerlo, decía",,,Guaquitepec,,SN005711 ; SN009071
XV007811,tzh,laj snop sjalel me sjole,,,aprendió a trenzar su cabello,,,Petalcingo,,SN005711
XV007812,tzh,ma'yuk swokolil la snop' te ala ha'mal mute,,,agarró al pajarito sin dificultad,,,Petalcingo,,SN005712
XV007813,tzh,nop'a te ala chane,,,agarra el gusanito,,,Guaquitepec,,SN005712
XV007814,tzh,la yich' nop'el ta te' te winike,,,el hombre fue atado en el árbol,,,Guaquitepec,,SN005713
XV007815,tzh,baht ta nophun,,,se fue a estudiar,,,Petalcingo,,SN005714
XV007816,tzh,¿la bal awa'ay nopjun?,,,¿estudiaste (fuiste a la escuela)?,,,Cancuc,,SN005714
XV007817,tzh,ma lon tulan te nopjune,,,no es tan difícil estudiar,,,Guaquitepec,,SN005714
XV007818,tzh,yakalix ta nopijel,,,ya se está acercando,,,Petalcingo,,SN005716
XV007819,tzh,ma xanopijtes talel,,,no lo acerques,,,Petalcingo,,SN005717
XV007820,tzh,nopik a jtah ta beh,,,a cada rato lo encuentro en el camino,,,Bachajón,,SN005718
XV007821,tzh,nopik nax ya xtal ta ilaw,,,viene de visita cada poco,,,Petalcingo,,SN005718
XV007822,tzh,nopik nax ya xbon ta Chilón,,,a cada rato voy a Chilón,,,Guaquitepec,,SN005718
XV007823,tzh,nopik xats'un,,,siémbralos cerca uno de otro,,,Petalcingo,,SN005718
XV007824,tzh,nopoj winik bay antse,,,el hombre se acercó hacia donde estaba la mujer,,,Villa Las Rosas,,SN005719
XV007825,tzh,¿bin snopojibal awu'unik?,,,¿cuál es su opinión de ustedes?,,,Guaquitepec,,SN005721
XV007826,tzh,ya kich'tik ta muk' te snopojibal yu'un,,,respetamos su pensamiento,,,Bachajón,,SN005721
XV007827,tzh,muk' te snopojibal yu'une,,,su aprendizaje es amplio,,,Guaquitepec,,SN005722
XV007828,tzh,"nopol ay te jnae, mabe k'ubul ay",,,"mi casa está cerca, no está alejada",,,Oxchuc,,SN005723
XV007829,tzh,ay wamal poxetik nopajtik ay ta jnaj,,,hay plantas medicinales que se encuentran cerca de mi casa,,,Cancuc,,SN005723
XV007830,tzh,nopolix xk'ot stiempojil ja'aleltik,,,ya pronto llegará la temporada de lluvia,,,Villa Las Rosas,,SN005724
XV007831,tzh,nopol xjulotik,,,casi llegamos,,,Oxchuc,,SN005724
XV007832,tzh,nop'ol yok ta te' te mute,,,el pollo tiene la pata atrapada en el palo,,,Guaquitepec,,SN005725
XV007833,tzh,nop'ol ta te' k'ojt jta te yakubele,,,al borracho lo encontré amarrado en el palo,,,Guaquitepec,,SN005726
XV007834,tzh,noptsaj tal te wakaxe,,,la vaca se acercó,,,Guaquitepec,,SN005728
XV007835,tzh,noptsana tal te biluketike,,,acerca las cosas,,,Guaquitepec,,SN005729
XV007836,tzh,mulana awa'ay ala noroch',,,degusta un tamalito de frijol molido,,,Guaquitepec,,SN005730
XV007837,tzh,ma' xanos ste'el kapeli,,,no raspes el palo de café,,,Guaquitepec,,SN005731
XV007838,tzh,"yakat snosel mesaje, k'eja kuchile",,,"estás raspando la mesa, guarda el cuchillo",,,Villa Las Rosas,,SN005731
XV007839,tzh,nosem sk'ab te antse,,,la mujer tiene la mano raspada,,,Guaquitepec,,SN005732
XV007840,tzh,nota jilel ta te' te wakaxe,,,amarra la vaca al poste,,,Tenejapa,,SN005733
XV007841,tzh,not a jil xch'ajanul te jsi'e,,,el amarre de mi leña quedó demasiado corto,,,Tenejapa,,SN005734
XV007842,tzh,not'a jilel ta te' te kawayue,,,deja amarrado el caballo en el árbol (de tal modo que quede la cuerda muy corta),,,Cancuc,,SN005735
XV007843,tzh,notol ta te' te kawayue,,,el caballo está amarrado al poste (con poca soga),,,Tenejapa,,SN005736
XV007844,tzh,not'ol jilel ta yoyal na te ts'i'e,,,el perro quedó amarrado con soga corta en el poste de la casa,,,Cancuc,,SN005737
XV007845,tzh,la snots bahel yajwal me ts'i'e,,,el perro se fue siguiendo a su dueño,,,Petalcingo,,SN005738
XV007846,tzh,notsol a hil ta yit oxom me waje,,,la tortilla quedó pegada abajo de la olla,,,Petalcingo,,SN005739
XV007847,tzh,notsol bahel ta spat stat,,,se fue pegado detrás de su padre,,,Petalcingo,,SN005739
XV007848,tzh,notsol ta pajk' te tsujkume,,,el tsúcumo está pegado en la pared,,,Tenejapa,,SN005739
XV007849,tzh,yakal to snoybel smats',,,aún está remoliendo su nixtamal,,,Guaquitepec,,SN005740
XV007850,tzh,ya to ka'i noy waj,,,todavía voy a remoler la tortilla,,,Petalcingo,,SN005740
XV007851,tzh,ya jnoy jpatax,,,voy a moler mi nixtamal,,,Yajalón,,SN005741
XV007852,tzh,la snoyik ich,,,molieron chile,,,Oxchuc,,SN005741
XV007853,tzh,la jnoy jk'ab ta ton,,,me machuqué la mano con la piedra,,,Tenejapa,,SN005742
XV007854,tzh,lubonix ta snoyel pak',,,ya me cansé de planchar,,,Oxchuc,,SN005743
XV007855,tzh,"wokoluk, noybon a te jk'u'e",,,"por favor, plánchame mi ropa",,,Oxchuc,,SN005743 ; SN008920
XV007856,tzh,ya jnoy jk'u',,,voy a planchar mi ropa,,,Tenejapa,,SN005743
XV007857,tzh,¿ma bal snoyat me asi'e?,,,¿tu leña no te lastima?,,,Guaquitepec,,SN005744
XV007858,tzh,yak snoybelon te kijkatse,,,mi carga me está lastimando,,,Guaquitepec,,SN005744
XV007859,tzh,"pim xalim me awayibe, ya snoyat me lume",,,"tiende gruesa tu cama (pon suficientes cobijas de colchón), los terrones te van a lastimar",,,Guaquitepec,,SN005744
XV007860,tzh,lek noyol te iche,,,el chile está bien molido,,,Oxchuc,,SN005745
XV007861,tzh,nubul te ch'ajane melel mero kom,,,las sogas están unidas porque estaban muy cortas (se hizo una soga con dos pedazos),,,Oxchuc,,SN005746
XV007862,tzh,nubulix te jkereme,,,mi hijo ya está unido (en matrimonio),,,Oxchuc,,SN005746
XV007863,tzh,oxnuhk' nax laj te maye,,,en tres fumadas se acabó el tabaco,,,Bachajón,,SN005747
XV007864,tzh,bala jnuhk' may,,,enrolla un puro (para una fumada),,,Bachajón,,SN005747
XV007865,tzh,cha'nujk' la ka'be may ta jun k'al,,,fumé dos cigarros en un día,,,Tenejapa,,SN005747
XV007866,tzh,nujk'ix ku'un te ya'lel tsue,,,ya terminé de sorber el agua del tecomate,,,Tenejapa,,SN005748
XV007867,tzh,puro ch'in tsejel nujkul ya spas xapatuxe,,,con puro cuerito crudo hacen los zapatos,,,Villa Las Rosas,,SN005749 ; SN007872
XV007868,tzh,la sjapu ta nuhkul,,,le dio de azotes,,,Petalcingo,,SN005750
XV007869,tzh,k'ax pim snuhkulel,,,su piel es muy doble,,,Petalcingo,,SN005751
XV007870,tzh,ya sk'an kapoxta snuhkulel ajol,,,debes medicar tu cuero cabelludo (la piel de tu cabeza),,,Petalcingo,,SN005751 ; SN006483
XV007871,tzh,ma xnuhp' te kwexe,,,mi pantalón no se cierra,,,Petalcingo,,SN005752
XV007872,tzh,ma xnuhp' te ti'nahe,,,la puerta no puede cerrarse (no encaja),,,Petalcingo,,SN005752
